sub	ses	run	runtype	trial_index	cue	stimulusintensity	singletrial_fname	expectrating	expectlabel	outcomerating	outcomelabel	expectrating_impute	expectlabel_impute	outcomerating_impute	outcomelabel_impute	expectrating_RT	expectrating_RTimpute	outcomerating_RT	outcomerating_RTimpute	pain_stimulus_delivery_success
sub-0064	ses-04	run-06	vicarious	12	low_cue	high_stim	sub-0064_ses-04_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	10.18	Moderate	12.48	Moderate	10.18	Moderate	12.48	Moderate	1.23	0.85	1.34	0.74	n/a
sub-0066	ses-01	run-01	vicarious	1	low_cue	med_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	n/a	n/a	n/a	n/a	0.0	n/a	7.21	Weak	n/a	3.97	n/a	2.45	n/a
sub-0066	ses-01	run-01	vicarious	2	low_cue	low_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	n/a	n/a	9.24	Weak	20.1	Moderate	9.24	Weak	n/a	3.05	2.81	2.47	n/a
sub-0066	ses-01	run-01	vicarious	3	low_cue	high_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	n/a	n/a	5.13	Weak	n/a	n/a	5.13	Weak	n/a	n/a	3.7	2.65	n/a
sub-0066	ses-01	run-01	vicarious	4	high_cue	low_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	n/a	n/a	1.84	Barely detectable	n/a	n/a	1.84	Barely detectable	n/a	n/a	3.12	3.07	n/a
sub-0066	ses-01	run-01	vicarious	5	high_cue	med_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	n/a	n/a	2.56	Barely detectable	n/a	n/a	2.56	Barely detectable	n/a	3.98	2.29	1.84	n/a
sub-0066	ses-01	run-01	vicarious	6	high_cue	high_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	25.13	Moderate	22.74	Moderate	25.13	Moderate	22.74	Moderate	3.1	3.05	1.81	1.29	n/a
sub-0066	ses-01	run-01	vicarious	7	high_cue	low_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	25.23	Moderate	5.05	Weak	25.23	Moderate	5.05	Weak	1.85	1.8	2.86	2.43	n/a
sub-0066	ses-01	run-01	vicarious	8	low_cue	high_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	0.0	n/a	7.13	Weak	0.0	n/a	7.13	Weak	1.34	0.84	3.42	2.9	n/a
sub-0066	ses-01	run-01	vicarious	9	high_cue	high_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	34.01	Strong	24.71	Moderate	34.01	Strong	24.71	Moderate	1.55	1.35	3.28	2.15	n/a
sub-0066	ses-01	run-01	vicarious	10	low_cue	med_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	0.0	n/a	n/a	n/a	0.0	n/a	3.45	Weak	1.43	1.0	n/a	3.47	n/a
sub-0066	ses-01	run-01	vicarious	11	high_cue	med_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	16.32	Moderate	9.81	Weak	16.32	Moderate	9.81	Weak	1.67	1.04	2.38	1.93	n/a
sub-0066	ses-01	run-01	vicarious	12	low_cue	low_stim	sub-0066_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	15.6	Moderate	0.0	n/a	15.6	Moderate	0.0	n/a	2.34	2.06	2.25	1.92	n/a
sub-0066	ses-01	run-03	cognitive	1	low_cue	low_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	12.86	Moderate	20.18	Moderate	12.86	Moderate	20.18	Moderate	1.96	1.54	2.79	2.09	n/a
sub-0066	ses-01	run-03	cognitive	2	low_cue	med_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	31.08	Strong	14.43	Moderate	31.08	Strong	14.43	Moderate	1.48	1.1	3.07	2.69	n/a
sub-0066	ses-01	run-03	cognitive	3	high_cue	med_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	112.49	Strongest sensation of any kind	54.97	Strong	112.49	Strongest sensation of any kind	54.97	Strong	2.39	2.34	3.24	2.17	n/a
sub-0066	ses-01	run-03	cognitive	4	low_cue	high_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	6.72	Weak	n/a	n/a	6.72	Weak	10.76	Moderate	3.04	2.74	n/a	2.98	n/a
sub-0066	ses-01	run-03	cognitive	5	high_cue	med_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	79.1	Very Strong	21.63	Moderate	79.1	Very Strong	21.63	Moderate	2.27	2.03	3.24	3.19	n/a
sub-0066	ses-01	run-03	cognitive	6	low_cue	high_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	n/a	n/a	15.72	Moderate	4.86	Weak	15.72	Moderate	n/a	2.27	3.2	2.25	n/a
sub-0066	ses-01	run-03	cognitive	7	low_cue	low_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	1.16	Barely detectable	0.0	n/a	1.16	Barely detectable	0.0	n/a	1.31	1.09	1.88	1.27	n/a
sub-0066	ses-01	run-03	cognitive	8	high_cue	high_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	44.67	Strong	49.55	Strong	44.67	Strong	49.55	Strong	1.73	1.68	2.41	1.87	n/a
sub-0066	ses-01	run-03	cognitive	9	high_cue	high_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	51.05	Strong	62.39	Strong	51.05	Strong	62.39	Strong	2.23	2.18	2.24	0.96	n/a
sub-0066	ses-01	run-03	cognitive	10	high_cue	low_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	80.31	Very Strong	63.95	Strong	80.31	Very Strong	63.95	Strong	1.09	0.74	2.31	1.39	n/a
sub-0066	ses-01	run-03	cognitive	11	high_cue	low_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	60.26	Strong	51.2	Strong	60.26	Strong	51.2	Strong	1.92	1.87	2.5	1.65	n/a
sub-0066	ses-01	run-03	cognitive	12	low_cue	med_stim	sub-0066_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	17.78	Moderate	44.18	Strong	17.78	Moderate	44.18	Strong	1.02	0.97	2.14	1.4	n/a
sub-0066	ses-01	run-05	vicarious	1	low_cue	med_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	1.62	Barely detectable	6.7	Weak	1.62	Barely detectable	6.7	Weak	2.59	2.17	3.56	3.11	n/a
sub-0066	ses-01	run-05	vicarious	2	low_cue	low_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	1.62	Barely detectable	0.47	No sensation	1.62	Barely detectable	0.47	No sensation	3.72	3.67	1.52	1.02	n/a
sub-0066	ses-01	run-05	vicarious	3	low_cue	high_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	1.84	1.27	1.19	0.99	n/a
sub-0066	ses-01	run-05	vicarious	4	high_cue	low_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	42.06	Strong	1.16	Barely detectable	42.06	Strong	1.16	Barely detectable	1.69	1.64	1.54	0.94	n/a
sub-0066	ses-01	run-05	vicarious	5	high_cue	med_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	44.02	Strong	0.0	n/a	44.02	Strong	0.0	n/a	1.33	0.97	0.99	0.94	n/a
sub-0066	ses-01	run-05	vicarious	6	high_cue	high_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	1.41	Barely detectable	18.51	Moderate	1.41	Barely detectable	18.51	Moderate	2.58	0.8	3.78	3.73	n/a
sub-0066	ses-01	run-05	vicarious	7	high_cue	low_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	25.53	Moderate	2.53	Barely detectable	25.53	Moderate	2.53	Barely detectable	2.17	1.91	1.75	1.1	n/a
sub-0066	ses-01	run-05	vicarious	8	low_cue	high_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	3.27	Weak	12.91	Moderate	3.27	Weak	12.91	Moderate	1.46	1.09	2.35	2.3	n/a
sub-0066	ses-01	run-05	vicarious	9	high_cue	high_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	30.57	Strong	22.66	Moderate	30.57	Strong	22.66	Moderate	3.4	2.97	3.46	2.62	n/a
sub-0066	ses-01	run-05	vicarious	10	low_cue	med_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	23.35	Moderate	6.45	Weak	23.35	Moderate	6.45	Weak	1.2	0.72	2.3	1.8	n/a
sub-0066	ses-01	run-05	vicarious	11	high_cue	med_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	30.8	Strong	0.0	n/a	30.8	Strong	0.0	n/a	2.35	1.8	2.02	1.33	n/a
sub-0066	ses-01	run-05	vicarious	12	low_cue	low_stim	sub-0066_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	4.61	Weak	n/a	n/a	4.61	Weak	0.0	n/a	2.9	2.85	n/a	3.92	n/a
sub-0066	ses-01	run-06	cognitive	1	high_cue	low_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	50.55	Strong	n/a	n/a	50.55	Strong	48.9	Strong	1.52	1.12	n/a	2.18	n/a
sub-0066	ses-01	run-06	cognitive	2	low_cue	low_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	35.67	Strong	47.96	Strong	35.67	Strong	47.96	Strong	1.02	0.97	2.72	2.12	n/a
sub-0066	ses-01	run-06	cognitive	3	low_cue	med_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	31.96	Strong	45.33	Strong	31.96	Strong	45.33	Strong	1.77	1.5	3.98	3.68	n/a
sub-0066	ses-01	run-06	cognitive	4	low_cue	high_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	10.22	Moderate	55.21	Strong	10.22	Moderate	55.21	Strong	1.74	1.34	1.92	1.38	n/a
sub-0066	ses-01	run-06	cognitive	5	high_cue	med_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	70.57	Very Strong	29.55	Strong	70.57	Very Strong	29.55	Strong	1.72	1.67	2.6	1.89	n/a
sub-0066	ses-01	run-06	cognitive	6	high_cue	high_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	61.79	Strong	14.21	Moderate	61.79	Strong	14.21	Moderate	1.6	1.0	1.6	0.97	n/a
sub-0066	ses-01	run-06	cognitive	7	high_cue	low_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	27.6	Moderate	41.56	Strong	27.6	Moderate	41.56	Strong	1.16	1.11	2.73	2.03	n/a
sub-0066	ses-01	run-06	cognitive	8	high_cue	high_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	46.32	Strong	20.0	Moderate	46.32	Strong	20.0	Moderate	2.85	2.8	3.0	2.64	n/a
sub-0066	ses-01	run-06	cognitive	9	low_cue	low_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	20.77	Moderate	n/a	n/a	20.77	Moderate	26.57	Moderate	1.23	0.93	n/a	3.65	n/a
sub-0066	ses-01	run-06	cognitive	10	low_cue	med_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	16.43	Moderate	16.32	Moderate	16.43	Moderate	16.32	Moderate	0.95	0.82	3.44	2.1	n/a
sub-0066	ses-01	run-06	cognitive	11	low_cue	high_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	22.53	Moderate	2.3	Barely detectable	22.53	Moderate	2.3	Barely detectable	1.49	1.45	1.78	1.42	n/a
sub-0066	ses-01	run-06	cognitive	12	high_cue	med_stim	sub-0066_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	46.78	Strong	13.76	Moderate	46.78	Strong	13.76	Moderate	1.59	1.54	3.67	2.84	n/a
sub-0066	ses-03	run-01	cognitive	1	low_cue	med_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	n/a	n/a	20.91	Moderate	n/a	n/a	20.91	Moderate	n/a	n/a	2.55	1.33	n/a
sub-0066	ses-03	run-01	cognitive	2	low_cue	low_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	10.68	Moderate	60.26	Strong	10.68	Moderate	60.26	Strong	1.62	0.78	3.97	3.37	n/a
sub-0066	ses-03	run-01	cognitive	3	low_cue	high_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	23.99	Moderate	30.96	Strong	23.99	Moderate	30.96	Strong	2.42	1.43	3.26	2.41	n/a
sub-0066	ses-03	run-01	cognitive	4	high_cue	low_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	49.87	Strong	50.87	Strong	49.87	Strong	50.87	Strong	1.77	0.59	2.6	1.97	n/a
sub-0066	ses-03	run-01	cognitive	5	high_cue	med_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	42.38	Strong	12.45	Moderate	42.38	Strong	12.45	Moderate	2.16	1.77	2.07	1.4	n/a
sub-0066	ses-03	run-01	cognitive	6	high_cue	high_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	45.16	Strong	19.67	Moderate	45.16	Strong	19.67	Moderate	1.87	1.35	2.75	1.95	n/a
sub-0066	ses-03	run-01	cognitive	7	high_cue	low_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	26.15	Moderate	47.45	Strong	26.15	Moderate	47.45	Strong	1.77	1.48	3.57	3.34	n/a
sub-0066	ses-03	run-01	cognitive	8	low_cue	high_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	11.58	Moderate	42.07	Strong	11.58	Moderate	42.07	Strong	1.95	0.89	3.25	0.98	n/a
sub-0066	ses-03	run-01	cognitive	9	high_cue	high_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	41.25	Strong	22.36	Moderate	41.25	Strong	22.36	Moderate	2.04	1.32	3.67	2.15	n/a
sub-0066	ses-03	run-01	cognitive	10	low_cue	med_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	6.47	Weak	58.92	Strong	6.47	Weak	58.92	Strong	1.73	1.12	2.3	1.67	n/a
sub-0066	ses-03	run-01	cognitive	11	high_cue	med_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	19.16	Moderate	11.4	Moderate	19.16	Moderate	11.4	Moderate	3.55	1.53	3.54	1.41	n/a
sub-0066	ses-03	run-01	cognitive	12	low_cue	low_stim	sub-0066_ses-03_run-01_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	17.71	Moderate	8.29	Weak	17.71	Moderate	8.29	Weak	2.75	2.7	2.03	1.27	n/a
sub-0066	ses-03	run-03	vicarious	1	high_cue	low_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	60.19	Strong	13.42	Moderate	60.19	Strong	13.42	Moderate	1.48	1.08	2.45	1.75	n/a
sub-0066	ses-03	run-03	vicarious	2	high_cue	high_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz	57.65	Strong	15.15	Moderate	57.65	Strong	15.15	Moderate	0.8	0.75	1.98	1.56	n/a
sub-0066	ses-03	run-03	vicarious	3	high_cue	med_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	21.63	Moderate	n/a	n/a	21.63	Moderate	22.36	Moderate	1.37	1.15	n/a	3.82	n/a
sub-0066	ses-03	run-03	vicarious	4	low_cue	low_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	2.12	1.75	2.07	1.64	n/a
sub-0066	ses-03	run-03	vicarious	5	high_cue	high_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	26.88	Moderate	23.35	Moderate	26.88	Moderate	23.35	Moderate	1.65	1.6	2.51	1.84	n/a
sub-0066	ses-03	run-03	vicarious	6	high_cue	low_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz	32.67	Strong	32.54	Strong	32.67	Strong	32.54	Strong	1.9	1.58	1.89	0.91	n/a
sub-0066	ses-03	run-03	vicarious	7	low_cue	med_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	1.85	Barely detectable	n/a	n/a	1.85	Barely detectable	0.0	n/a	1.35	0.92	n/a	2.43	n/a
sub-0066	ses-03	run-03	vicarious	8	low_cue	high_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	0.0	n/a	23.59	Moderate	0.0	n/a	23.59	Moderate	1.92	1.52	1.77	1.03	n/a
sub-0066	ses-03	run-03	vicarious	9	low_cue	med_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz	0.0	n/a	n/a	n/a	0.0	n/a	0.7	No sensation	2.13	1.77	n/a	3.73	n/a
sub-0066	ses-03	run-03	vicarious	10	low_cue	low_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	2.13	Barely detectable	n/a	n/a	2.13	Barely detectable	n/a	n/a	2.12	1.28	n/a	n/a	n/a
sub-0066	ses-03	run-03	vicarious	11	high_cue	med_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	15.13	Moderate	0.0	n/a	15.13	Moderate	0.0	n/a	1.87	1.27	3.45	1.62	n/a
sub-0066	ses-03	run-03	vicarious	12	low_cue	high_stim	sub-0066_ses-03_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	26.9	Moderate	6.7	Weak	26.9	Moderate	6.7	Weak	2.72	0.47	1.78	1.25	n/a
sub-0066	ses-03	run-04	vicarious	1	low_cue	low_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	1.84	Barely detectable	7.15	Weak	1.84	Barely detectable	7.15	Weak	3.68	3.07	3.41	2.74	n/a
sub-0066	ses-03	run-04	vicarious	2	high_cue	med_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	16.17	Moderate	0.7	No sensation	16.17	Moderate	0.7	No sensation	3.22	1.06	3.7	3.55	n/a
sub-0066	ses-03	run-04	vicarious	3	high_cue	low_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	13.03	Moderate	0.0	n/a	13.03	Moderate	0.0	n/a	2.22	1.55	3.05	2.17	n/a
sub-0066	ses-03	run-04	vicarious	4	high_cue	high_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz	14.87	Moderate	n/a	n/a	14.87	Moderate	53.99	Strong	2.08	1.45	n/a	2.17	n/a
sub-0066	ses-03	run-04	vicarious	5	low_cue	med_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	18.43	Moderate	55.72	Strong	18.43	Moderate	55.72	Strong	2.32	1.95	2.0	1.52	n/a
sub-0066	ses-03	run-04	vicarious	6	low_cue	high_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	6.11	Weak	8.59	Weak	6.11	Weak	8.59	Weak	1.5	0.97	2.06	1.44	n/a
sub-0066	ses-03	run-04	vicarious	7	low_cue	med_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	16.77	Moderate	7.19	Weak	16.77	Moderate	7.19	Weak	2.27	1.27	1.63	1.03	n/a
sub-0066	ses-03	run-04	vicarious	8	low_cue	high_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	5.3	Weak	0.7	No sensation	5.3	Weak	0.7	No sensation	1.82	1.12	1.88	1.35	n/a
sub-0066	ses-03	run-04	vicarious	9	high_cue	low_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	17.63	Moderate	16.68	Moderate	17.63	Moderate	16.68	Moderate	1.75	0.95	3.11	0.74	n/a
sub-0066	ses-03	run-04	vicarious	10	high_cue	high_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz	3.71	Weak	11.45	Moderate	3.71	Weak	11.45	Moderate	1.52	1.35	2.17	2.03	n/a
sub-0066	ses-03	run-04	vicarious	11	high_cue	med_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	12.03	Moderate	11.58	Moderate	12.03	Moderate	11.58	Moderate	0.91	0.78	1.35	0.72	n/a
sub-0066	ses-03	run-04	vicarious	12	low_cue	low_stim	sub-0066_ses-03_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	12.0	Moderate	13.81	Moderate	12.0	Moderate	13.81	Moderate	0.85	0.73	1.42	1.06	n/a
sub-0066	ses-03	run-06	cognitive	1	low_cue	med_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	15.4	Moderate	27.08	Moderate	15.4	Moderate	27.08	Moderate	3.94	3.37	2.07	1.35	n/a
sub-0066	ses-03	run-06	cognitive	2	low_cue	high_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	14.87	Moderate	46.96	Strong	14.87	Moderate	46.96	Strong	1.58	1.22	1.67	0.74	n/a
sub-0066	ses-03	run-06	cognitive	3	high_cue	low_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	48.08	Strong	26.14	Moderate	48.08	Strong	26.14	Moderate	2.67	2.1	3.94	2.36	n/a
sub-0066	ses-03	run-06	cognitive	4	high_cue	med_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	17.61	Moderate	n/a	n/a	17.61	Moderate	n/a	n/a	1.7	0.94	n/a	n/a	n/a
sub-0066	ses-03	run-06	cognitive	5	high_cue	high_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	16.36	Moderate	12.73	Moderate	16.36	Moderate	12.73	Moderate	1.19	0.77	1.9	1.32	n/a
sub-0066	ses-03	run-06	cognitive	6	low_cue	high_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	0.0	n/a	n/a	n/a	0.0	n/a	n/a	n/a	2.3	1.4	n/a	n/a	n/a
sub-0066	ses-03	run-06	cognitive	7	low_cue	low_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	12.53	Moderate	7.18	Weak	12.53	Moderate	7.18	Weak	2.47	0.55	2.26	1.54	n/a
sub-0066	ses-03	run-06	cognitive	8	high_cue	high_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	8.73	Weak	19.39	Moderate	8.73	Weak	19.39	Moderate	3.4	1.97	1.92	1.33	n/a
sub-0066	ses-03	run-06	cognitive	9	high_cue	low_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	15.95	Moderate	n/a	n/a	15.95	Moderate	17.27	Moderate	2.52	1.28	n/a	3.57	n/a
sub-0066	ses-03	run-06	cognitive	10	low_cue	med_stim	sub-0066_ses-03_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	0.7	No sensation	0.0	n/a	0.7	No sensation	0.0	n/a	2.88	1.5	2.49	1.91	n/a
